date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:31	6873/6873	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Apr%202020%2013:41:36%20GMT	https://ar-coder.com/sites/medhealth/assets/css/responsive.css	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/css/responsive.css	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:31	6423/6423	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Oct%202020%2006:42:06%20GMT	https://ar-coder.com/sites/medhealth/assets/images/logo/01_logo.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/logo/01_logo.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:32	50674/50674	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:40%20GMT	https://ar-coder.com/sites/medhealth/home-style-2.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/home-style-2.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:32	36059/36059	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:54:44%20GMT	https://ar-coder.com/sites/medhealth/about-us.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/about-us.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:32	35726/35726	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:54:50%20GMT	https://ar-coder.com/sites/medhealth/about-us-style-2.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/about-us-style-2.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:33	43856/43856	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:54:58%20GMT	https://ar-coder.com/sites/medhealth/appointment.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/appointment.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:33	32442/32442	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:44%20GMT	https://ar-coder.com/sites/medhealth/services.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/services.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:33	33063/33063	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:50%20GMT	https://ar-coder.com/sites/medhealth/services-style-2.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/services-style-2.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:34	32886/32886	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:56:00%20GMT	https://ar-coder.com/sites/medhealth/single-services.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/single-services.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:34	22376/22376	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:30%20GMT	https://ar-coder.com/sites/medhealth/gallery.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/gallery.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:34	39937/39937	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:56:04%20GMT	https://ar-coder.com/sites/medhealth/testimonials.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/testimonials.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:35	39910/39910	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:56:12%20GMT	https://ar-coder.com/sites/medhealth/testimonials-style-2.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/testimonials-style-2.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:35	26021/26021	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:24%20GMT	https://ar-coder.com/sites/medhealth/faq.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/faq.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:35	18169/18169	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:54:38%20GMT	https://ar-coder.com/sites/medhealth/404_error.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/404_error.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:36	31081/31081	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:18%20GMT	https://ar-coder.com/sites/medhealth/doctors.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/doctors.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:36	34104/34104	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:02%20GMT	https://ar-coder.com/sites/medhealth/blog.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/blog.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:36	25333/25333	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:06%20GMT	https://ar-coder.com/sites/medhealth/blog-style-2.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/blog-style-2.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:37	34102/34102	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:54%20GMT	https://ar-coder.com/sites/medhealth/single-blog.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/single-blog.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:37	27757/27757	---M-Z	200	added ('OK')	text/html	date:Mon,%2029%20Mar%202021%2002:55:12%20GMT	https://ar-coder.com/sites/medhealth/contact-us.html	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/contact-us.html	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:38	53643/53643	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/header/01_header.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/header/01_header.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:40	74664/74664	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/header/02_header.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/header/02_header.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:41	120502/120502	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/header/03_header.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/header/03_header.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:41	2798/2798	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Apr%202020%2012:16:48%20GMT	https://ar-coder.com/sites/medhealth/assets/images/about/01_signature.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/about/01_signature.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:41	48053/48053	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Apr%202020%2012:16:48%20GMT	https://ar-coder.com/sites/medhealth/assets/images/about/01_about.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/about/01_about.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:41	1990/1990	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Apr%202020%2008:17:56%20GMT	https://ar-coder.com/sites/medhealth/assets/images/features/01_signature.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/features/01_signature.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:42	39674/39674	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:48%20GMT	https://ar-coder.com/sites/medhealth/assets/images/features/01_features.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/features/01_features.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:42	1723/1723	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/testimonials/02_testimonials.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/testimonials/02_testimonials.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:42	1905/1905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/testimonials/03_testimonials.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/testimonials/03_testimonials.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:43	23659/23659	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:48%20GMT	https://ar-coder.com/sites/medhealth/assets/images/doctors/01_doctors.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/doctors/01_doctors.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:43	24380/24380	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/doctors/03_doctors.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/doctors/03_doctors.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:43	33798/33798	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/doctors/02_doctors.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/doctors/02_doctors.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:45	24091/24091	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/doctors/04_doctors.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/doctors/04_doctors.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:45	381/381	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/01_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/01_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:46	47880/47880	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:48%20GMT	https://ar-coder.com/sites/medhealth/assets/images/blog/01_blog.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/blog/01_blog.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:46	38454/38454	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/blog/02_blog.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/blog/02_blog.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:46	1160/1160	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:50%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/02_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/02_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:46	1489/1489	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/03_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/03_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:46	467/467	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/04_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/04_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:47	5168/5168	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:54%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/05_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/05_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:47	1824/1824	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:54%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/06_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/06_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:47	4697/4697	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:54%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/07_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/07_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:48	876/876	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202020%2014:27:54%20GMT	https://ar-coder.com/sites/medhealth/assets/images/sponsors/08_sponsors.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/sponsors/08_sponsors.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:48	6167/6167	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Oct%202020%2006:42:26%20GMT	https://ar-coder.com/sites/medhealth/assets/images/logo/02_logo.png	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/logo/02_logo.png	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:48	38055/38055	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202020%2014:27:52%20GMT	https://ar-coder.com/sites/medhealth/assets/images/blog/03_blog.jpg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/images/blog/03_blog.jpg	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:49	21162/21162	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2023:11:22%20GMT	https://ar-coder.com/sites/medhealth/assets/js/popper.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/popper.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:49	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Feb%202019%2004:47:50%20GMT	https://ar-coder.com/sites/medhealth/assets/js/bootstrap.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/bootstrap.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:50	280364/280364	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2023:10:30%20GMT	https://ar-coder.com/sites/medhealth/assets/js/jquery-3.4.1.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/jquery-3.4.1.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:50	8416/8416	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Apr%202020%2012:35:56%20GMT	https://ar-coder.com/sites/medhealth/assets/js/wow.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/wow.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:51	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20Mar%202020%2010:00:22%20GMT	https://ar-coder.com/sites/medhealth/assets/js/owl.carousel.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/owl.carousel.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:51	6630/6630	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Mar%202020%2002:08:58%20GMT	https://ar-coder.com/sites/medhealth/assets/js/lity.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/lity.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:51	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Apr%202020%2003:13:54%20GMT	https://ar-coder.com/sites/medhealth/assets/js/jquery.waypoints.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/jquery.waypoints.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:52	1067/1067	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Apr%202020%2003:14:00%20GMT	https://ar-coder.com/sites/medhealth/assets/js/jquery.counterup.min.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/jquery.counterup.min.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:52	7135/7135	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2025%20Dec%202020%2001:31:46%20GMT	https://ar-coder.com/sites/medhealth/assets/js/main.js	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/js/main.js	(from https://ar-coder.com/sites/medhealth/home.html)
12:48:54	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:54	75336/75336	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:55	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:56	88428/88428	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:56	130600/130600	---M--	200	added ('OK')	font/ttf	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:56	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:57	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-regular-400.eot?	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
12:48:57	700503/700503	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Sep%202019%2003:53:56%20GMT	https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/Users/pc/Desktop/Figma/hackthon/Health%20care%20%20hackthaon%20project/ar-coder.com/sites/medhealth/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://ar-coder.com/sites/medhealth/assets/fonts/fontawesome/css/all.min.css)
